Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster,PC1,PC2,PC3,PC4
57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,3,-1.0976798982144917,-1.4146874144517316,1.3561150462699203,0.46212098758718867
66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,3,-0.7030734838343721,-3.6562025720329583,3.661225613496448,0.3851219541877515
45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,1,3.960538609658076,-1.365467810838126,0.6155962248878888,-1.15571606985685
51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,3,-0.6727392439475471,-1.9032389456833316,-0.23709131781970813,1.6695143405099366
50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,1,1.2942336924382247,0.19260623062958313,0.5814935481914306,0.5167440333530366
49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,2,0.4526847706783094,-2.264579609877325,-1.364336343813637,0.8797911402438373
38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,3,-0.2534797900685334,0.10698533121817405,-0.8542806729289893,-1.7599558534814284
49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,1,4.325130683000265,-0.9362363696555851,-0.9205135307963555,-0.6969133906272009
56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,2,-0.828630806502776,-2.520882941320257,-1.1386381553980471,2.9322347474706327
59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,3,-1.5784001955700988,-1.5928509362980516,-0.7386279223821279,4.625284986713829
46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,2,2.1294770937923952,-2.68878527876323,-0.6320292268254386,0.8296209124388804
52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,2,0.43931270414222306,-1.5530904620241874,0.8214401591815121,-0.7681162825680787
52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0,-2.4682472231526664,-1.2854694768060655,-0.5353514654566404,1.683764502154649
54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,0,-2.4400850205544002,-1.279315294400601,0.5393989783418588,1.3057799446968756
66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0,-2.634276644684351,-0.9759972237862384,1.5179787474350406,4.13462992941935
49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,2,1.2017865394269227,-1.7531951598542477,-0.2104838009885809,0.8955568162696115
56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,2,1.3538061467459477,-2.6423469497267815,0.5835193439461991,0.056775058017100276
49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0,-2.3612915117843825,-0.8652464714099408,-0.10684095530904787,-0.3648502069863743
49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,0,-2.4957673547570196,0.7554105618178824,0.5140600224746411,-0.11952716342311386
56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,3,-0.8732252521114395,-2.1339020608536643,-0.047039902759420764,2.590910463674038
44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,3,-0.6000807087773649,-0.866610599061238,-2.381510623712818,1.3527839203711687
42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,2,-0.3691498035104043,-1.2553629748117745,-0.9835686045613262,-0.7060403516817152
55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,2,-0.3064082788822216,-2.5969696835332003,-0.1074701467473513,2.0867156789023276
48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,1,4.718237471801522,-2.5953875097504504,0.20868100918111476,-0.3707897063542999
39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,2,0.24885142282821152,-1.848517843586178,-1.7417060272510738,-0.29500862214391366
44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,1,2.113995342415797,-0.5727176126202317,-0.5291777641773381,-0.9877796631840076
53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,2,0.9574611499485571,-1.442841916221409,0.9011866724777355,-0.26606714445408164
51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,1,5.0420766265324195,-1.2473921128079302,0.9370312690255127,-1.3016684847366355
57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,2,0.0535443364611196,-3.1429303088368727,0.9256388641642239,1.5508438100646766
44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0,-2.4579700917782423,-0.3748541756608237,-0.9812522445990812,-2.1758192355372477
49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,2,-0.7309221744194735,-1.099933902364644,-3.1599488538141176,3.339848045024574
50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,2,2.5340406230681034,-2.6775420499351807,-1.1704941177594015,1.952996946020713
51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,1,3.311541978714023,-0.6078850937973705,0.4049308955559453,0.04404047489642806
55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0,-2.2501323368573636,-1.9298618007220043,1.0860596350238685,0.32663253554907395
54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,2,-0.6919822023824121,-2.341317191777438,0.14446160136438896,0.39430794981552153
42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,2,2.5308502409873603,-2.508848886894404,-0.981171297461388,-0.024889381668168984
44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,2,2.403313353374852,-1.1377133379350342,-0.7883923303255,-0.3146807072612383
53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,2,0.43002006711497714,-1.8409695056281223,0.5430038896484097,-0.9297898443261485
44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0,-1.7276681228689208,-0.1506605587482515,-0.31263063274188896,-0.497088785918561
37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0,-1.192070812800639,0.9982361768579886,-0.47014046329611336,-1.5884655673794614
49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,2,-0.7971226699785646,-2.148914696950652,-1.3925700762065443,-0.3009679910884131
47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,1,2.9541313028507266,-2.8176140940637855,-0.42948150136125074,0.7403210902435745
47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,2,0.4582543552652281,-1.3989614291574333,-1.736524118956934,2.2624020647241734
44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,1,3.0993126148223005,-1.6883794607631877,-0.34968335173870213,-0.7437561067995391
55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,3,-0.9769186462657223,-2.5167595582926134,1.2182503259401298,-0.1713454964292969
59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,3,-0.4382315192254003,-2.2707828620449306,2.5795528687550817,0.890511725248441
53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,1,3.7117433226805443,-1.7183211411439276,-0.5216608145395535,1.3742278443473817
52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,2,-0.7719450590308822,-2.320299194097678,-0.2627786493955975,2.2149463009280197
53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,2,1.377342422969966,-1.051048954708111,0.6880614027608699,-0.7021673985502506
43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0,-1.0891597906356085,-0.6925427890242405,0.8768411162954012,-3.103102536016477
44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,2,1.3352831854825784,-0.8133575866683391,-2.307667007338373,0.2822305227690582
57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,2,0.09121963087710319,-2.342961135630487,-0.3323754604542478,1.8791187000809515
51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0,-0.4984006251917398,-0.35907450726770374,1.0390142113384702,-1.4870873260541844
49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,1,3.4955158741371606,-0.333714461860141,-0.6219304508570808,1.1412651786033732
45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,3,0.28961328630028016,-1.4933595845692575,0.8451771239841697,-2.380211472586007
53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,2,-0.6555726253876016,-1.6646396989437864,0.7206246701812411,0.4701711631330965
45,F,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,3,-2.360351663221657,-0.7899309913576549,-2.8471623810776774,1.8783656538700395
64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0,-1.8010363197055574,-2.6645270117704385,1.1635144653441802,2.385380533878808
45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,3,-0.7992324306359332,-2.4076029516658246,-0.6785450077376866,-0.0966467518123432
53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,3,-0.9265624794323858,-1.9254104526006075,-0.6463024124404956,1.2242504877950728
56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,2,0.030325541719640785,-2.2333637274587614,0.8927491535420209,1.9506583177615724
47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,2,0.33821923352043104,-2.699097413060385,-0.42150035701944777,0.4404469234258824
49,F,3,College,Single,Unknown,Blue,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,3,1.0870618237682679,-0.5465467910502857,1.6029411057777185,-0.8547020884400911
41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,1,3.2278621502490834,-1.0382919344663424,-0.5584924237066187,0.07780773718907276
53,M,3,Graduate,Married,$120K +,Blue,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,2,-0.8323342051089063,-2.4478061890183382,-0.4688059524584618,0.38957729804876373
44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0,-2.2835717091975885,0.012272820207883766,-0.39517907294233345,-0.6950093535034474
44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,2,0.5180283725585079,-0.989312948430811,-1.6832087888981093,-1.0419453488237793
43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,0,-0.8491329440357992,-0.7693452588879724,-0.6266491104961476,-0.3546695192951184
53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,1,3.180623585804298,-1.6161769840161884,0.300631059590742,-1.0179503071068616
44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,2,0.9655131572571741,-2.416964948019329,-1.6966583579614973,1.1585390498483403
62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,0,-1.7130762795970378,-1.5629673132227595,2.184384663345637,1.548906438313868
54,M,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,1,2.8959014167487944,-1.9204468550534894,0.26499573974631185,-0.14155794289586357
57,M,4,Graduate,Married,$60K - $80K,Blue,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,2,0.40100780198884955,-2.3896241754808254,0.03563879239058707,1.2380864322897582
42,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,2,1.3614337818648383,-2.35877646157932,-1.9741024756327434,0.802504591162564
42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.346,0.513,2,-0.30341379640581506,-1.7780785379292414,-1.3334075841920305,-0.4936218157095754
54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,1494.0,706,788.0,1.674,1305,24,3.0,0.473,0,-2.300412090263654,0.03167754535778143,-1.4670957835018077,3.4361370948900594
48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551.0,1294,12257.0,0.791,1388,37,1.056,0.095,2,1.5800154509938953,-1.1054045671555321,-0.415170065480964,-0.5538305702569705
49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,2,2.12997615309174,-1.64927684548717,-1.0281892091519504,0.2246997381842845
52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,2,1.5827600713513663,-1.1543757390479452,0.17063787742500774,1.3831913527064703
50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559,8405.0,1.873,1626,25,0.786,0.156,2,1.2482843751921233,-1.6130956514064043,-0.8362111318736956,-0.005349999660746787
49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05,2,2.210103579318338,-2.9324049904670786,0.0905759422233262,0.46335308246114204
53,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0,-1.7854248196660794,-1.0862244578917915,0.4920100701847369,1.5562813869569672
50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,1,3.2550886068888527,-1.4597630755084854,0.6955260100131689,-1.22484516912017
55,F,1,Doctorate,Married,Less than $40K,Blue,36,4,1,0,3174.0,1951,1223.0,0.766,1243,29,0.611,0.615,0,-2.512242839596515,-1.109123549854745,0.45693923969555095,1.2886988750409016
53,M,1,High School,Married,$80K - $120K,Blue,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,2,1.209832555197601,-1.8380379346589646,-0.7129797185922653,3.290820599828569
47,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.0,1540,2248.0,0.566,1594,47,0.382,0.407,3,-1.261990844341548,-0.6596140612745978,0.955975859940493,-1.4196222085571262
55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044,1,4.308278359716953,-0.5627284661538916,2.460334492173159,-0.9312163308290623
47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,2926.0,0,2926.0,0.676,1304,24,0.846,0.0,2,0.5149101456077384,-1.6318193474353493,-0.006043047010585375,-1.862837386151139
58,M,4,Graduate,Single,$120K +,Blue,52,6,1,0,32090.0,0,32090.0,0.567,1368,30,0.364,0.0,1,3.132363250877044,-1.9683333829967533,2.6261761451273165,-1.181174554118659
53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,2,0.9822312514980723,-2.881963347370041,0.3255051800114591,1.1003934356559508
52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,3,0.8011018460393619,-0.859299797732894,0.6085452949844214,0.1270865321680182
50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,0,0.20632698622796122,-0.11225068588080542,0.7045835428021566,-0.35613730854126635
42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,0,-2.904796691492403,-1.4113144675058868,-1.0900910391593215,0.8216872577135471
43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412,3,-0.8147471082060987,-1.4702464781572062,-2.4177989545433305,2.2395555421331075
